,INF,BR,DY,CD,CP,T1,T3,T5,T10,AAA,BBB,UR,USDKRW,CIL,CIC,EAI,PPI,M1Y,M2Y,M1M,M2M,DFTP,TE1,TE2,TE3,TE4,TE5,TE6,DE1,DE2,DE3,DE4,DE5,DE6
2004-12,3.035487063480824,3.25,2.06,3.39,3.53,3.28,3.28,3.39,3.85,3.73,8.14,2.7027027027026973,-0.3912587078919838,-0.09999999999999432,-0.20000000000000284,0.2550925925925924,1.713395638629267,8.01380925058317,6.931473790643827,0.7345419747234905,-0.025259540194133567,-0.1200000000000001,0.6000000000000001,0.5700000000000003,0.5700000000000003,0.45999999999999996,0.14000000000000012,-0.029999999999999805,4.41,4.290000000000001,4.75,4.860000000000001,4.860000000000001,4.890000000000001
2005-01,3.4030236609902786,3.25,1.95,3.47,3.64,3.48,3.65,3.89,4.42,4.11,8.54,0.0,-1.6669860126460878,-0.20000000000000284,-0.4000000000000057,0.15715520968439267,0.7776049766718529,6.814560628817068,5.982292775126674,0.045997351958004806,0.09879650482451652,-0.3099999999999996,1.17,0.94,0.77,0.5299999999999998,0.2200000000000002,-0.22999999999999998,4.429999999999999,4.119999999999999,4.649999999999999,4.889999999999999,5.059999999999999,5.289999999999999
2005-02,3.3642480450991163,3.25,1.79,3.59,3.76,3.48,4.19,4.47,4.88,4.63,9.05,0.0,-1.7829306313328241,-0.09999999999999432,-0.09999999999999432,0.2506751780014731,3.235747303543901,7.940215793025374,6.029393813193318,1.0161379669258563,0.4704030488075883,-0.25,1.63,1.4,0.6899999999999995,0.41000000000000014,0.33999999999999986,-0.22999999999999998,4.420000000000001,4.170000000000001,4.580000000000001,4.86,5.57,5.800000000000001
2005-03,2.98832102630886,3.25,1.86,3.55,3.73,3.82,4.04,4.29,4.77,4.48,8.74,-5.263157894736836,1.6069834341831069,0.19999999999998863,-0.29999999999999716,0.020828717039663047,1.371951219512213,7.073868714559928,6.670619992093352,0.15367202495921717,0.6629233405238022,-0.28999999999999915,1.5199999999999996,0.9499999999999997,0.7299999999999995,0.47999999999999954,0.2999999999999998,-0.5699999999999998,4.26,3.9700000000000006,4.45,4.7,4.92,5.49
2005-04,3.092226486194427,3.25,2.71,3.52,3.7,3.71,3.86,4.11,4.69,4.28,8.36,2.77777777777779,-2.12828272966904,0.5,0.19999999999998863,0.13150088985564556,3.6809815950920033,7.925049669322037,6.301897499572284,1.9837519167695161,0.4483574860357109,-0.41000000000000014,1.4400000000000004,0.9800000000000004,0.8300000000000005,0.5800000000000001,0.27,-0.45999999999999996,4.079999999999999,3.669999999999999,4.249999999999999,4.5,4.6499999999999995,5.109999999999999
2005-05,3.0768590801314444,3.25,2.54,3.51,3.64,3.6,3.71,3.89,4.42,4.12,8.11,0.0,0.0,0.0,-0.29999999999999716,0.06577100461199126,1.9756838905774954,9.454426398658633,6.581189226965689,2.415797980135559,0.9599085137750318,-0.2999999999999998,1.17,0.8199999999999998,0.71,0.5299999999999998,0.2599999999999998,-0.3500000000000001,3.9899999999999993,3.6899999999999995,4.219999999999999,4.3999999999999995,4.51,4.859999999999999
2005-06,2.76626131809925,3.25,2.45,3.51,3.64,3.66,3.79,3.97,4.46,4.18,8.15,0.0,2.1845386533665856,-0.29999999999999716,-0.09999999999999432,0.07361472294458893,2.2831050228310446,9.400532370528559,6.803497628315736,0.5234355549432079,0.47278206102780995,-0.28000000000000025,1.21,0.7999999999999998,0.6699999999999999,0.48999999999999977,0.2599999999999998,-0.41000000000000014,3.9700000000000006,3.6900000000000004,4.18,4.36,4.49,4.9
2005-07,2.552335276525941,3.25,2.22,3.51,3.64,3.77,4.12,4.39,4.89,4.52,8.49,2.7027027027026973,0.3807106598984644,-0.3999999999999915,-0.10000000000000853,0.13843948392381744,4.314329738058542,9.563272615911655,6.805815366069146,0.4369407116810553,0.8254534826508841,-0.3700000000000001,1.6399999999999997,1.1199999999999997,0.7699999999999996,0.5,0.2599999999999998,-0.52,3.9700000000000006,3.6000000000000005,4.1000000000000005,4.37,4.720000000000001,5.24
2005-08,1.9742864559850082,3.25,2.27,3.5,3.62,3.88,4.33,4.67,5.08,4.75,8.74,0.0,0.2625692891179643,0.09999999999999432,-0.09999999999999432,0.11043811831213413,4.776579352850541,10.464945906583978,7.328912389708386,1.3041319657773887,0.6646311991882925,-0.33000000000000007,1.83,1.2000000000000002,0.75,0.41000000000000014,0.25,-0.6299999999999999,3.99,3.66,4.07,4.41,4.86,5.49
2005-09,2.4825456681832447,3.25,2.02,3.7,3.82,4.19,4.52,4.81,5.15,4.92,8.86,-2.631578947368407,0.678952473326877,0.29999999999999716,0.0,0.16295503211991424,5.384615384615388,13.139740014636958,7.676132750538378,2.5725005767905484,0.9314471721986184,-0.23000000000000043,1.9000000000000004,0.96,0.6300000000000008,0.34000000000000075,0.4500000000000002,-0.9400000000000004,3.9399999999999995,3.709999999999999,4.05,4.34,4.669999999999999,5.609999999999999
2005-10,2.2789687256629776,3.5,2.13,3.93,4.12,4.44,4.81,5.06,5.36,5.2,9.01,8.108108108108091,0.4527938342967275,0.20000000000000284,-0.09999999999999432,0.15881996362901596,4.4207317073170715,14.284714028240607,7.72273721010992,1.5379041430012785,1.071372509415669,-0.16000000000000014,1.8600000000000003,0.9199999999999999,0.5500000000000007,0.3000000000000007,0.43000000000000016,-0.9400000000000004,3.8099999999999996,3.6499999999999995,3.95,4.2,4.569999999999999,5.51
2005-11,2.489347079037807,3.5,1.89,3.96,4.12,4.57,5.1,5.39,5.68,5.5,9.26,-2.500000000000002,-0.61379111920975,0.0,0.09999999999999432,0.09744736351779393,5.657492354740046,12.607009425034587,6.65273666982058,-0.7376349844224861,-0.1143249147845471,-0.17999999999999972,2.1799999999999997,1.1099999999999994,0.5800000000000001,0.29000000000000004,0.45999999999999996,-1.0700000000000003,3.76,3.58,3.87,4.16,4.6899999999999995,5.76
2005-12,2.6181099661072738,3.75,1.74,4.04,4.26,4.67,5.06,5.33,5.6,5.49,9.21,-7.692307692307687,-2.248383672681653,0.29999999999999716,0.5,0.13168572482478802,8.269525267993894,10.079073919980575,6.7984417379537865,-1.5268663207590794,0.11132229375721003,-0.10999999999999943,1.8499999999999996,0.9299999999999997,0.54,0.2699999999999996,0.29000000000000004,-0.9199999999999999,3.7200000000000006,3.610000000000001,3.880000000000001,4.150000000000001,4.540000000000001,5.460000000000001
2006-01,2.2243661168030116,3.75,1.72,4.15,4.39,4.62,5.02,5.29,5.58,5.5,9.19,-2.777777777777779,-4.146100691016786,0.20000000000000284,0.4000000000000057,0.11003175789277031,7.253086419753085,-1.0216295690848254,6.721708026696449,-10.042940648003917,0.026876427871935782,-0.08000000000000007,1.83,0.96,0.5600000000000005,0.29000000000000004,0.40000000000000036,-0.8700000000000001,3.6899999999999995,3.6099999999999994,3.8999999999999995,4.17,4.569999999999999,5.4399999999999995
2006-02,2.015103123477524,4.0,1.72,4.25,4.46,4.57,4.87,5.03,5.28,5.33,8.79,-2.857142857142858,-0.2059732234809486,0.4000000000000057,0.29999999999999716,0.07381232822928951,6.119402985074629,-0.7228147961316989,6.93364297157506,1.3211047409773524,0.6699237435734196,0.04999999999999982,1.2800000000000002,0.71,0.41000000000000014,0.25,0.25,-0.5700000000000003,3.459999999999999,3.509999999999999,3.759999999999999,3.919999999999999,4.219999999999999,4.789999999999999
2006-03,2.0030132637413045,4.0,1.73,4.27,4.45,4.57,4.93,5.13,5.42,5.3,8.48,2.941176470588247,0.7120743034055632,0.0,0.0,0.1801606251356631,5.563909774436104,1.2895649789206542,6.999528664244892,2.1838184636034486,0.7249454155804136,-0.1200000000000001,1.42,0.8499999999999996,0.4900000000000002,0.29000000000000004,0.2699999999999996,-0.5700000000000003,3.1800000000000006,3.0600000000000005,3.3500000000000005,3.5500000000000007,3.91,4.48
2006-04,2.000994449894522,4.0,1.61,4.33,4.48,4.61,4.95,5.16,5.45,5.24,8.31,0.0,-3.0945793626396045,-0.20000000000000284,0.09999999999999432,0.09332401258301304,4.881656804733736,0.07015094366480401,7.260588801544343,0.755980640614462,0.6934339113636723,-0.20999999999999996,1.4500000000000002,0.8399999999999999,0.5,0.29000000000000004,0.33000000000000007,-0.6100000000000003,3.0700000000000003,2.8600000000000003,3.1500000000000004,3.3600000000000003,3.7,4.3100000000000005
2006-05,2.3029944308429195,4.0,1.73,4.36,4.5,4.59,4.78,4.93,5.2,5.05,8.03,0.0,0.1797610235804159,-0.20000000000000284,0.0,0.1025399811853247,6.855439642324912,-2.467132694720209,6.68951180809918,-0.18095965515002588,0.4223776121013323,-0.15000000000000036,1.2000000000000002,0.6100000000000003,0.41999999999999993,0.27000000000000046,0.3600000000000003,-0.5899999999999999,2.9799999999999995,2.829999999999999,3.0999999999999996,3.249999999999999,3.4399999999999995,4.029999999999999
2006-06,2.4124996626817996,4.25,1.76,4.47,4.63,4.7,4.89,5.03,5.25,5.17,8.07,-2.857142857142858,1.3616212792906923,-0.09999999999999432,0.20000000000000284,0.174399105645612,7.14285714285714,-2.7864475941660305,6.971823909118124,0.1943297713953296,0.7386440161362806,-0.08000000000000007,1.0,0.5499999999999998,0.3600000000000003,0.21999999999999975,0.21999999999999975,-0.4500000000000002,2.9000000000000004,2.8200000000000003,3.04,3.1800000000000006,3.37,3.8200000000000003
2006-07,2.4001182589063808,4.25,1.84,4.63,4.81,4.82,4.89,5.0,5.16,5.18,8.05,2.941176470588247,-0.7497656982192957,-0.4000000000000057,-0.20000000000000284,0.1458895484799425,4.1358936484490405,-2.4645275087811447,7.165000314820502,0.7695349614490476,1.007530388468969,0.019999999999999574,0.9100000000000001,0.33999999999999986,0.27000000000000046,0.16000000000000014,0.3799999999999999,-0.5700000000000003,2.870000000000001,2.8900000000000006,3.0500000000000007,3.160000000000001,3.2300000000000004,3.8000000000000007
2006-08,2.6917305321828566,4.5,1.76,4.68,4.86,4.76,4.77,4.83,4.94,5.1,7.94,0.0,0.68198510124855,-0.5999999999999943,-0.7000000000000028,0.08872727272727277,1.9117647058823461,-3.2345468139744815,7.743187816179065,0.5043599923907127,1.2077472484325114,0.15999999999999925,0.4400000000000004,0.1800000000000006,0.17000000000000082,0.11000000000000032,0.17999999999999972,-0.2599999999999998,2.8400000000000007,3.0,3.1100000000000003,3.170000000000001,3.1800000000000006,3.4400000000000004
2006-09,2.4797354948805417,4.5,1.74,4.64,4.78,4.68,4.69,4.76,4.89,5.02,7.82,0.0,-1.5006252605252124,-0.4000000000000057,-0.09999999999999432,0.17694715522003301,6.277372262773717,-4.947737640159977,7.941708394077884,0.7564984683806175,1.1174168806035167,0.1299999999999999,0.3899999999999997,0.20999999999999996,0.1999999999999993,0.1299999999999999,0.13999999999999968,-0.17999999999999972,2.8000000000000007,2.9300000000000006,3.0600000000000005,3.13,3.1400000000000006,3.3200000000000003
2006-10,2.186777808947493,4.5,1.74,4.57,4.75,4.64,4.62,4.67,4.79,4.93,7.72,0.0,-0.10579771476936228,0.4000000000000057,0.29999999999999716,0.2388840453356582,5.8394160583941535,-6.18001175405436,7.514619400915334,0.22154903741913312,0.671467121916991,0.13999999999999968,0.29000000000000004,0.15000000000000036,0.16999999999999993,0.1200000000000001,0.07000000000000028,-0.13999999999999968,2.79,2.9299999999999997,3.05,3.0999999999999996,3.08,3.2199999999999998
2006-11,2.0976113517790607,4.5,1.66,4.6,4.75,4.7,4.72,4.79,4.91,5.05,7.84,2.857142857142869,-1.514509637788608,0.3999999999999915,1.1000000000000085,0.09269949066213923,8.972503617945016,-5.308085013484442,8.903154151426019,0.1848711041778195,1.1756831948740665,0.13999999999999968,0.41000000000000014,0.20999999999999996,0.1900000000000004,0.1200000000000001,0.09999999999999964,-0.20000000000000018,2.79,2.9299999999999997,3.05,3.12,3.1399999999999997,3.34
2006-12,2.0899913084174715,4.5,1.66,4.76,4.9,4.85,4.82,4.88,4.95,5.18,7.97,-2.777777777777779,-0.03226153349822347,0.29999999999999716,0.3999999999999915,0.14960886571056076,5.374823196605361,-2.201295822122762,9.93637928899702,1.7039825579202361,1.061134404851427,0.22999999999999954,0.4500000000000002,0.10000000000000053,0.1299999999999999,0.07000000000000028,0.2599999999999998,-0.34999999999999964,2.79,3.0199999999999996,3.09,3.1499999999999995,3.12,3.4699999999999998
2007-01,1.6814876845981042,4.5,1.75,4.92,5.07,4.98,4.97,5.0,5.04,5.32,8.11,-2.857142857142858,1.2155765920826012,-0.09999999999999432,0.20000000000000284,0.11595422416694712,5.611510791366925,10.008944996817792,11.110880784825628,1.1882649930629041,1.0955100935192918,0.28000000000000025,0.54,0.05999999999999961,0.07000000000000028,0.040000000000000036,0.41999999999999993,-0.4800000000000004,2.789999999999999,3.0699999999999994,3.1099999999999994,3.1399999999999997,3.129999999999999,3.6099999999999994
2007-02,2.1703081678406955,4.5,1.68,4.95,5.11,4.96,4.91,4.94,5.01,5.28,8.08,-2.941176470588236,-0.2763311722818629,0.0,-0.09999999999999432,0.17257769652650823,3.6568213783403802,10.567517729954545,11.337850959898411,1.835564782397059,0.8755658018061219,0.27000000000000046,0.5099999999999998,0.04999999999999982,0.09999999999999964,0.0699999999999994,0.4500000000000002,-0.45999999999999996,2.8,3.0700000000000003,3.1399999999999997,3.17,3.12,3.58
2007-03,2.158861619212149,4.5,1.64,4.94,5.11,4.89,4.79,4.82,4.94,5.2,7.99,-6.060606060606055,0.21315144410103404,0.20000000000000284,0.09999999999999432,0.12065477285267612,7.692307692307687,8.9838441229235,11.436169073579627,0.7202257223636765,0.8138916863097645,0.2599999999999998,0.4400000000000004,0.05000000000000071,0.15000000000000036,0.1200000000000001,0.4400000000000004,-0.3899999999999997,2.79,3.05,3.17,3.2,3.1000000000000005,3.49
2007-04,2.4492108244841937,4.5,1.78,4.95,5.12,4.97,4.94,4.96,5.07,5.34,8.11,3.2258064516129004,-1.1592045091991854,0.09999999999999432,0.09999999999999432,0.1200447570332479,4.654442877291953,6.9499083141870255,11.563492281401766,-1.124400792235014,0.8084828323630777,0.2699999999999996,0.5700000000000003,0.10000000000000053,0.1299999999999999,0.11000000000000032,0.4500000000000002,-0.46999999999999975,2.7699999999999996,3.039999999999999,3.1499999999999995,3.169999999999999,3.1399999999999997,3.6099999999999994
2007-05,2.3484549638395746,4.5,1.61,5.04,5.23,5.11,5.1,5.13,5.22,5.49,8.25,3.124999999999978,0.053798149343653456,0.10000000000000853,0.20000000000000284,0.1738907849829352,4.7419804741980265,3.089171126059398,11.63110409012873,-3.7842828109815874,0.48323747268985695,0.27000000000000046,0.7199999999999998,0.10999999999999943,0.1200000000000001,0.08999999999999986,0.54,-0.6100000000000003,2.76,3.0300000000000002,3.12,3.1500000000000004,3.1399999999999997,3.75
2007-06,2.5480224500013193,4.5,1.56,5.03,5.25,5.15,5.24,5.35,5.48,5.64,8.42,0.0,-0.33336917948166844,0.09999999999999432,0.0,0.10296684118673638,4.861111111111116,-5.590282383372425,11.562172866557185,-8.241396480551199,0.6764387907238101,0.15999999999999925,0.9800000000000004,0.33000000000000007,0.2400000000000002,0.13000000000000078,0.5300000000000002,-0.6500000000000004,2.7800000000000002,2.9399999999999995,3.0700000000000003,3.1799999999999997,3.2699999999999996,3.92
2007-07,2.539403404244145,4.75,1.37,5.05,5.26,5.29,5.35,5.43,5.52,5.75,8.51,0.0,-0.38843331894690136,0.4000000000000057,0.0,0.10706436420722132,6.80851063829786,-7.225866629029398,10.878722882880144,-0.9762288008619779,0.3887400474289926,0.23000000000000043,0.7699999999999996,0.22999999999999954,0.16999999999999993,0.08999999999999986,0.2999999999999998,-0.54,2.76,2.99,3.08,3.16,3.2199999999999998,3.76
2007-08,2.039271968164913,5.0,1.41,5.21,5.42,5.3,5.28,5.33,5.42,5.7,8.42,0.0,1.8089254766031182,0.5,0.10000000000000853,0.20507682030728103,10.533910533910529,-7.790682552116879,10.78115508509705,-0.10751813355662776,1.1186894313791163,0.28000000000000025,0.41999999999999993,0.1200000000000001,0.13999999999999968,0.08999999999999986,0.20999999999999996,-0.2999999999999998,2.7199999999999998,3.0,3.09,3.1399999999999997,3.12,3.42
2007-09,2.3247645314044885,5.0,1.35,5.34,5.61,5.39,5.39,5.44,5.52,5.85,8.54,0.0,-2.0427705075007907,0.09999999999999432,0.0,0.13954943679599507,7.417582417582436,-8.424680902121494,10.802623704851054,0.0637327528410836,1.1370127348970582,0.33000000000000007,0.5199999999999996,0.1299999999999999,0.1299999999999999,0.07999999999999918,0.33999999999999986,-0.3899999999999997,2.6899999999999995,3.0199999999999996,3.0999999999999988,3.1499999999999995,3.1499999999999995,3.539999999999999
2007-10,3.015843965697562,5.0,1.28,5.34,5.7,5.34,5.42,5.49,5.56,5.98,8.6,-3.0303030303030165,-1.4445530574562881,0.09999999999999432,-0.10000000000000853,-0.02828993666432078,5.79310344827586,-8.585516868165598,11.293503138831596,0.045527486889329616,1.1174633550967483,0.4200000000000008,0.5599999999999996,0.21999999999999975,0.13999999999999968,0.0699999999999994,0.33999999999999986,-0.33999999999999986,2.619999999999999,3.04,3.1099999999999994,3.1799999999999997,3.26,3.5999999999999996
2007-11,3.5178981937602494,5.0,1.38,5.43,5.77,5.36,5.54,5.59,5.61,6.16,8.72,3.124999999999978,2.4465505840864044,-0.09999999999999432,0.29999999999999716,0.26025481665630834,4.648074369189903,-8.852308133350428,10.839340722099289,-0.10751635564861806,0.7628092040445456,0.5499999999999998,0.6100000000000003,0.25,0.07000000000000028,0.020000000000000462,0.4299999999999997,-0.3600000000000003,2.5600000000000005,3.1100000000000003,3.130000000000001,3.1800000000000006,3.3600000000000003,3.7200000000000006
2007-12,3.6058573898464896,5.0,1.39,5.73,6.25,5.6,5.89,5.9,5.82,6.73,9.16,0.0,0.9251290877796858,0.20000000000000284,0.10000000000000853,0.16203572441168124,5.77181208053692,-10.269406923791768,10.823182752487991,0.12276214833759624,1.0464018854412727,0.9100000000000001,0.8200000000000003,0.22000000000000064,-0.0699999999999994,-0.08000000000000007,0.7300000000000004,-0.5999999999999996,2.4299999999999997,3.34,3.26,3.2700000000000005,3.5600000000000005,4.16
2008-01,3.8903994980129752,5.0,1.62,5.81,6.54,5.47,5.44,5.51,5.56,6.64,8.78,-3.0303030303030165,0.607546365380518,-0.20000000000000284,0.5,0.1293922485296335,7.901907356948223,-11.242251505714984,11.134553110966007,0.09119818476592823,1.3795494473487269,1.08,0.5599999999999996,0.08999999999999986,0.11999999999999922,0.04999999999999982,0.8099999999999996,-0.46999999999999975,2.1399999999999997,3.2199999999999998,3.2699999999999996,3.339999999999999,3.3099999999999996,3.7799999999999994
2008-02,3.575833906799808,5.0,1.54,5.28,5.82,5.0,5.06,5.14,5.28,6.27,8.54,-6.25,-0.6992266129886682,-0.29999999999999716,0.29999999999999716,0.16666666666666674,8.412483039348718,-12.457431587482537,11.507916762258464,0.4413366497728388,1.214463727965498,0.9899999999999993,0.28000000000000025,0.28000000000000025,0.22000000000000064,0.14000000000000057,0.28000000000000025,0.0,2.2699999999999996,3.259999999999999,3.3999999999999995,3.4799999999999995,3.539999999999999,3.539999999999999
2008-03,3.938603738510804,5.0,1.54,5.25,5.63,5.05,5.15,5.2,5.36,6.13,8.54,-3.3333333333333326,5.803904833031059,-0.6000000000000085,0.0,0.1516494337764649,5.555555555555558,-13.484576117682579,12.345638029478167,-0.4615334013090888,1.571272359799214,0.7699999999999996,0.3600000000000003,0.3100000000000005,0.20999999999999996,0.16000000000000014,0.25,-0.04999999999999982,2.4099999999999993,3.179999999999999,3.339999999999999,3.389999999999999,3.4899999999999993,3.539999999999999
2008-04,4.116459407672246,5.0,1.67,5.38,5.83,5.06,4.98,5.02,5.17,5.91,8.46,3.4482758620689724,0.8066955732580317,-0.3999999999999915,-0.09999999999999432,0.18824033109747407,7.008086253369283,-13.033113486560099,13.688695376678073,-0.6084391732655514,2.013617058335937,0.7400000000000002,0.16999999999999993,0.11000000000000032,0.1899999999999995,0.15000000000000036,0.3799999999999999,-0.05999999999999961,2.5500000000000007,3.290000000000001,3.4400000000000013,3.4800000000000004,3.4000000000000012,3.460000000000001
2008-05,4.874351199958893,5.0,1.64,5.36,5.85,5.07,5.28,5.36,5.5,6.22,8.89,3.3333333333333437,3.170951285385626,-0.20000000000000284,-0.30000000000001137,0.24523913359499905,6.524633821571246,-10.380628036410332,14.592643033911967,-0.8497085132095794,1.2821875072888789,0.7199999999999998,0.5,0.4299999999999997,0.21999999999999975,0.13999999999999968,0.3600000000000003,-0.07000000000000028,2.670000000000001,3.3900000000000006,3.5300000000000002,3.6100000000000003,3.8200000000000003,3.8900000000000006
2008-06,5.5437072819774835,5.0,1.81,5.36,5.84,5.22,5.7,5.8,5.89,6.68,9.42,3.2258064516129004,1.1634671320535084,-0.29999999999999716,-0.29999999999999716,0.23921173762945935,5.430463576158928,-2.2958357417835695,15.163397427485048,0.036381353030900954,1.1778804037956947,0.79,0.8899999999999997,0.6699999999999999,0.1899999999999995,0.08999999999999986,0.3600000000000003,-0.21999999999999975,2.74,3.5300000000000002,3.62,3.7199999999999998,4.2,4.42
2008-07,5.903959863823682,5.0,1.9,5.52,5.95,5.41,5.96,6.02,6.03,6.99,9.84,-3.125,-3.3448341958980388,-0.4000000000000057,-0.5,0.20958593306863293,3.585657370517925,0.5705637773359307,16.01173419900883,1.9288847355115601,1.128241152220566,0.96,1.0300000000000002,0.6200000000000001,0.07000000000000028,0.010000000000000675,0.5199999999999996,-0.41000000000000014,2.8499999999999996,3.8099999999999996,3.8200000000000003,3.88,4.43,4.84
2008-08,5.6132364975450155,5.25,2.12,5.77,6.15,5.44,5.77,5.83,5.91,7.11,10.0,0.0,7.2682201289043125,-0.5,-0.29999999999999716,0.28838691796008864,3.394255874673635,0.9687047352607836,15.583681867313448,0.2879384187984835,0.7455884594133488,1.2000000000000002,0.6600000000000001,0.46999999999999975,0.14000000000000057,0.08000000000000007,0.5199999999999996,-0.1900000000000004,2.8899999999999997,4.09,4.17,4.23,4.56,4.75
2008-09,5.1083847180726005,5.25,2.15,5.79,6.38,5.48,5.81,5.86,5.99,7.46,10.44,6.451612903225801,9.789240155296742,-0.20000000000000284,-0.20000000000000284,0.12355848434925853,1.662404092071612,1.4293182457359332,14.847872243940397,0.5202178324049234,0.49317109525306435,1.4699999999999998,0.7400000000000002,0.5099999999999998,0.1800000000000006,0.1299999999999999,0.54,-0.23000000000000043,2.9799999999999995,4.449999999999999,4.579999999999999,4.63,4.959999999999999,5.1899999999999995
