date,p(t)
2020-03,-0.09524276136109242
2020-04,0.11395462587619283
2020-05,0.06099854106139848
2020-06,0.06471999701848531
2020-07,0.0885755414628632
2020-08,0.04453504755222948
2020-09,0.025567811258709425
2020-10,-0.0075024431230609305
2020-11,0.16574575044208661
2020-12,0.141019013148389
2021-01,0.05348701073321512
2021-02,0.026931538791114686
2021-03,0.02592848184154244
2021-04,0.030703188126445624
2021-05,0.0307264962748998
2021-06,0.04277547730052258
2021-07,-0.01749209415732374
2021-08,0.0066544830663741415
2021-09,-0.027768419507372754
2021-10,-0.014956725849322991
2021-11,-0.021739490951682285
2021-12,0.0742358385131997
2022-01,-0.07552295339810747
2022-02,0.02784764428180346
2022-03,0.028732327451088845
2022-04,-0.011767190585596757
2022-05,0.01528274811310138
2022-06,-0.11677671644948392
2022-07,0.07153488932291671
2022-08,0.016430796603878563
2022-09,-0.1112602838328791
2022-10,0.08501647734811855
2022-11,0.0899284354763336
2022-12,-0.07621260124610583
2023-01,0.10901179233940214
2023-02,0.009600485826556619
2023-03,0.04048630241423114
2023-04,0.03095219399848878
2023-05,0.05611641640629794
2023-06,0.013036295116772775
2023-07,0.038996510208610786
2023-08,-0.01563587032000464
2023-09,-0.007411615633557444
2023-10,-0.047542948129329715
2023-11,0.12594239658332246
2023-12,0.07405230018024407
