date,K_COM,K_CON,K_HV,K_MAT,K_ENG,K_IT,K_FIN,K_GOO,K_DIS,K_IND,K_HL
2010-08,3.7690204409388084,1.0089221849941765,2.261856073403634,3.2930477702534766,9.182252480513696,-3.1433404544263355,-5.364339197662393,-0.08051529790659151,-0.0659422374060914,1.3490357662859997,8.61243047943816
2010-09,3.087502081517113,14.852223174685996,20.19336103914169,11.493339467575648,6.291352600951283,2.9952689018440504,2.60520526444441,4.998340996350192,14.255729879611124,13.384087644029208,4.224522977443046
2010-10,-0.11307380203533501,7.552894600207671,3.9596655189375385,-6.289036856419394,2.619079364021215,-0.792121771805232,-0.9993229179727559,-3.5652213168408387,6.494104925566613,-4.33725801168785,-8.39706291073078
2010-11,0.534616921291442,-1.0514882254439084,-0.9936124911284594,1.6972899403546737,5.466637433311394,3.4377332145694384,2.3075851412794224,-1.0895642913150927,2.648658939728743,2.251635341394409,-3.687862742603243
2010-12,0.4560766057303045,10.080805000762316,12.518096844472538,7.762251525290287,7.001131822696505,6.794361564301288,13.961549412594865,4.202754508022144,3.298599401991864,1.5094505881834808,8.555459580305879
2011-01,-7.905544147843946,3.9680341264784813,4.6570311426465505,2.1760967235270545,12.213251590248397,0.500512135058373,-3.7161758475727003,-6.404142253713041,-2.6029282943311305,-4.230976232226258,-9.241368980753395
2011-02,-1.3950681681036636,-15.518137130829789,-13.626326406378686,-1.0492354166108053,-11.133412421045886,-4.615173331020317,-4.5139672367886625,-5.780802639879646,-1.2675340346016029,-11.232370109858236,-4.996286822345075
2011-03,4.039041998153703,11.08991138162667,9.942926633776938,11.51945952292781,23.12044045806485,1.2920288262618929,5.057009511431443,3.027181540759427,15.973746746633456,10.215251398929848,5.198245537846868
2011-04,5.411602843384533,4.613135370683175,9.370522134794745,1.866025220497125,9.743060765191291,3.9351228416674155,0.449867851318686,2.079636063688861,11.67281384774508,1.1673584346279409,-0.6522457067371201
2011-05,-3.4199998108407126,-6.210227812377034,-4.755611230505785,-4.905585370701648,-0.9281808083397514,-5.66192560175055,-9.432906006829755,1.9552388648105934,3.2184641193894192,0.440492325726205,-7.580196127316552
2011-06,2.2317974832297027,5.545107343325051,-1.0751131221719445,4.649471175954201,-7.9176324726429765,-8.61042865208832,2.556558289034494,0.9834884419093415,-0.5269506697987536,1.256416568651586,7.764676790270553
2011-07,2.0748318868900384,4.284715654426585,-8.217457064793132,2.521451512391537,2.7063258830829717,-0.0008348848276384935,2.3493816147930335,0.3947962993792631,0.4740022125776733,1.7369771734726092,19.439895697522825
2011-08,0.007507507507531486,-12.89249898137561,-15.737504485228659,-10.284284845934444,-18.4336971700533,-14.160599786267692,-13.332234091417671,-3.789117096629002,-10.021005022571938,-9.891666076612605,-12.57149843249239
2011-09,4.19262818106747,-9.800223315327283,-17.536471887075145,-17.712052117263845,-18.541759838998207,3.5646549627972535,-7.679345536575754,-2.006721902815556,-0.8066983258891769,-12.978351406569233,-5.10702478100622
2011-10,2.517201628300736,7.577911975777463,14.206479746012302,7.7205649502818385,13.616710989105263,10.782306536438767,7.15673575129534,4.501425933138181,2.0687331856118707,7.7464868220554095,8.324912635257476
2011-11,-1.3151074839015786,-5.220109160459662,-9.1285125766152,-4.930032925682037,-7.616106551497637,0.19582743449106932,-7.318882386878755,0.5854772781918705,-4.852243197887662,-5.99216409310902,-8.697637810577874
2011-12,-3.985436288211941,-1.2665704160651048,-6.184693068942004,-3.7519197666388338,-4.830167707345767,-1.168437796128352,-3.8817252112049894,-0.22111465691370125,-1.9557453378216572,-0.32093427533486096,-1.9880377173751018
2012-01,-4.524509303985824,8.4064473246926,17.765729663896913,13.8438801846279,15.66563042096767,9.45458903699139,11.733049606019952,-0.36654608179009784,2.101397277203043,8.029066517607596,4.232631876126547
2012-02,1.6605649805296219,8.59761798923957,11.466030591649856,5.419363335340166,4.419844381088134,5.683000273747618,0.8280430582390252,-2.53077810906992,1.1425475736116075,6.461627618180299,-10.693599466622217
2012-03,3.0605519309943263,-3.0473690153568267,-6.478114478114472,-8.342479810824077,-7.910922135081522,1.0531301574144614,1.944976731453596,2.0019489089810216,2.0754316376656146,-1.645670515960962,-0.9226964666907755
2012-04,-3.341335236488696,-11.362809183420918,-2.75057603686637,-5.3974064410607925,-13.169903100027035,-0.14281110850714596,-7.170956351284219,-2.6797591119065545,7.383648096059758,-6.024727473982782,-7.820005651313922
2012-05,-8.599428494716443,-7.3631824453058385,-10.314757227240555,-8.048614827316513,-3.8112006260114795,-10.241365906607314,-4.213190627711894,-2.180720196823971,-7.494475113799437,-9.483946280774447,-3.142003218637446
2012-06,5.606496149730389,-2.023013776351479,0.7595215381228426,2.6491029759040163,0.8726842436120208,1.9250725170568472,1.8874477176982207,5.229729558070706,-3.043830009993831,3.498355970209932,15.134372445077403
