date,kospi200,커뮤,건설,중공업,철강,에너지,정보기술,금융,생활소비재,경기소비재,산업재,헬스케어
2000-01-04,133.66,,,,,,,,,,,
2000-01-05,123.86,,,,,,,,,,,
2000-01-06,120.8,,,,,,,,,,,
2000-01-07,119.1,,,,,,,,,,,
2000-01-10,124.11,,,,,,,,,,,
2000-01-11,123.11,,,,,,,,,,,
2000-01-12,119.81,,,,,,,,,,,
2000-01-13,119.22,,,,,,,,,,,
2000-01-14,118.95,,,,,,,,,,,
2000-01-17,123.85,,,,,,,,,,,
2000-01-18,123.82,,,,,,,,,,,
2000-01-19,118.68,,,,,,,,,,,
2000-01-20,120.04,,,,,,,,,,,
2000-01-21,116.93,,,,,,,,,,,
2000-01-24,117.17,,,,,,,,,,,
2000-01-25,112.48,,,,,,,,,,,
2000-01-26,111.68,,,,,,,,,,,
2000-01-27,114.47,,,,,,,,,,,
2000-01-28,118.92,,,,,,,,,,,
2000-01-31,119.08,,,,,,,,,,,
2000-02-01,116.75,,,,,,,,,,,
2000-02-02,118.32,,,,,,,,,,,
2000-02-03,119.0,,,,,,,,,,,
2000-02-07,122.09,,,,,,,,,,,
2000-02-08,120.79,,,,,,,,,,,
2000-02-09,122.93,,,,,,,,,,,
2000-02-10,121.89,,,,,,,,,,,
2000-02-11,120.4,,,,,,,,,,,
2000-02-14,114.94,,,,,,,,,,,
2000-02-15,110.62,,,,,,,,,,,
2000-02-16,110.52,,,,,,,,,,,
2000-02-17,112.79,,,,,,,,,,,
2000-02-18,110.45,,,,,,,,,,,
2000-02-21,106.45,,,,,,,,,,,
2000-02-22,107.15,,,,,,,,,,,
2000-02-23,110.64,,,,,,,,,,,
2000-02-24,109.03,,,,,,,,,,,
2000-02-25,108.43,,,,,,,,,,,
2000-02-28,101.93,,,,,,,,,,,
2000-02-29,103.17,,,,,,,,,,,
2000-03-02,112.23,,,,,,,,,,,
2000-03-03,112.48,,,,,,,,,,,
2000-03-06,113.69,,,,,,,,,,,
2000-03-07,113.41,,,,,,,,,,,
2000-03-08,114.61,,,,,,,,,,,
2000-03-09,109.81,,,,,,,,,,,
2000-03-10,110.68,,,,,,,,,,,
2000-03-13,105.14,,,,,,,,,,,
2000-03-14,104.3,,,,,,,,,,,
2000-03-15,103.28,,,,,,,,,,,
2000-03-16,104.19,,,,,,,,,,,
2000-03-17,106.31,,,,,,,,,,,
2000-03-20,105.75,,,,,,,,,,,
2000-03-21,107.92,,,,,,,,,,,
2000-03-22,110.21,,,,,,,,,,,
2000-03-23,108.28,,,,,,,,,,,
2000-03-24,111.15,,,,,,,,,,,
2000-03-27,110.58,,,,,,,,,,,
2000-03-28,111.18,,,,,,,,,,,
2000-03-29,114.25,,,,,,,,,,,
2000-03-30,112.06,,,,,,,,,,,
2000-03-31,108.03,,,,,,,,,,,
2000-04-03,106.67,,,,,,,,,,,
2000-04-04,104.81,,,,,,,,,,,
2000-04-06,101.41,,,,,,,,,,,
2000-04-07,105.83,,,,,,,,,,,
2000-04-10,110.06,,,,,,,,,,,
2000-04-11,108.36,,,,,,,,,,,
2000-04-12,105.71,,,,,,,,,,,
2000-04-14,100.75,,,,,,,,,,,
2000-04-17,88.95,,,,,,,,,,,
2000-04-18,94.12,,,,,,,,,,,
2000-04-19,95.02,,,,,,,,,,,
2000-04-20,95.86,,,,,,,,,,,
2000-04-21,96.43,,,,,,,,,,,
2000-04-24,93.88,,,,,,,,,,,
2000-04-25,92.5,,,,,,,,,,,
2000-04-26,89.46,,,,,,,,,,,
2000-04-27,86.75,,,,,,,,,,,
2000-04-28,91.21,,,,,,,,,,,
2000-05-02,94.88,,,,,,,,,,,
2000-05-03,94.79,,,,,,,,,,,
2000-05-04,94.51,,,,,,,,,,,
2000-05-08,97.09,,,,,,,,,,,
2000-05-09,95.88,,,,,,,,,,,
2000-05-10,95.72,,,,,,,,,,,
2000-05-12,93.17,,,,,,,,,,,
2000-05-15,92.09,,,,,,,,,,,
2000-05-16,94.76,,,,,,,,,,,
2000-05-17,92.55,,,,,,,,,,,
2000-05-18,90.93,,,,,,,,,,,
2000-05-19,93.36,,,,,,,,,,,
2000-05-22,88.34,,,,,,,,,,,
2000-05-23,86.79,,,,,,,,,,,
2000-05-24,85.78,,,,,,,,,,,
2000-05-25,88.57,,,,,,,,,,,
2000-05-26,83.12,,,,,,,,,,,
2000-05-29,82.79,,,,,,,,,,,
2000-05-30,87.33,,,,,,,,,,,
2000-05-31,92.74,,,,,,,,,,,
2000-06-01,93.9,,,,,,,,,,,
2000-06-02,96.81,,,,,,,,,,,
2000-06-05,100.78,,,,,,,,,,,
2000-06-07,104.33,,,,,,,,,,,
2000-06-08,101.45,,,,,,,,,,,
2000-06-09,106.54,,,,,,,,,,,
2000-06-12,107.82,,,,,,,,,,,
2000-06-13,102.53,,,,,,,,,,,
2000-06-14,104.66,,,,,,,,,,,
2000-06-15,98.46,,,,,,,,,,,
2000-06-16,96.89,,,,,,,,,,,
2000-06-19,96.42,,,,,,,,,,,
2000-06-20,100.19,,,,,,,,,,,
2000-06-21,99.67,,,,,,,,,,,
2000-06-22,99.66,,,,,,,,,,,
2000-06-23,99.18,,,,,,,,,,,
2000-06-26,100.75,,,,,,,,,,,
2000-06-27,103.04,,,,,,,,,,,
2000-06-28,104.24,,,,,,,,,,,
2000-06-29,104.32,,,,,,,,,,,
2000-06-30,104.43,,,,,,,,,,,
2000-07-03,106.01,,,,,,,,,,,
2000-07-04,103.72,,,,,,,,,,,
2000-07-05,105.32,,,,,,,,,,,
2000-07-06,106.13,,,,,,,,,,,
2000-07-07,106.6,,,,,,,,,,,
2000-07-10,107.8,,,,,,,,,,,
2000-07-11,106.02,,,,,,,,,,,
2000-07-12,106.49,,,,,,,,,,,
2000-07-13,107.41,,,,,,,,,,,
2000-07-14,105.18,,,,,,,,,,,
2000-07-18,103.45,,,,,,,,,,,
2000-07-19,101.41,,,,,,,,,,,
2000-07-20,99.05,,,,,,,,,,,
2000-07-21,99.51,,,,,,,,,,,
2000-07-24,93.77,,,,,,,,,,,
2000-07-25,93.63,,,,,,,,,,,
2000-07-26,94.45,,,,,,,,,,,
2000-07-27,92.26,,,,,,,,,,,
2000-07-28,87.55,,,,,,,,,,,
2000-07-31,89.35,,,,,,,,,,,
2000-08-01,92.11,,,,,,,,,,,
2000-08-02,92.25,,,,,,,,,,,
2000-08-03,91.36,,,,,,,,,,,
2000-08-04,89.74,,,,,,,,,,,
2000-08-07,85.26,,,,,,,,,,,
2000-08-08,83.98,,,,,,,,,,,
2000-08-09,89.88,,,,,,,,,,,
2000-08-10,92.42,,,,,,,,,,,
2000-08-11,91.32,,,,,,,,,,,
2000-08-14,92.54,,,,,,,,,,,
2000-08-16,94.99,,,,,,,,,,,
2000-08-17,93.97,,,,,,,,,,,
2000-08-18,91.95,,,,,,,,,,,
2000-08-21,91.26,,,,,,,,,,,
2000-08-22,93.41,,,,,,,,,,,
2000-08-23,90.87,,,,,,,,,,,
2000-08-24,90.75,,,,,,,,,,,
2000-08-25,92.26,,,,,,,,,,,
2000-08-28,92.48,,,,,,,,,,,
2000-08-29,92.41,,,,,,,,,,,
2000-08-30,90.62,,,,,,,,,,,
2000-08-31,86.54,,,,,,,,,,,
2000-09-01,86.93,,,,,,,,,,,
2000-09-04,85.37,,,,,,,,,,,
2000-09-05,85.1,,,,,,,,,,,
2000-09-06,84.7,,,,,,,,,,,
2000-09-07,81.99,,,,,,,,,,,
2000-09-08,81.62,,,,,,,,,,,
2000-09-14,81.02,,,,,,,,,,,
2000-09-15,78.02,,,,,,,,,,,
2000-09-18,71.64,,,,,,,,,,,
2000-09-19,70.76,,,,,,,,,,,
2000-09-20,75.3,,,,,,,,,,,
2000-09-21,74.08,,,,,,,,,,,
2000-09-22,68.56,,,,,,,,,,,
2000-09-25,72.59,,,,,,,,,,,
2000-09-26,72.99,,,,,,,,,,,
2000-09-27,74.52,,,,,,,,,,,
2000-09-28,75.45,,,,,,,,,,,
2000-09-29,76.37,,,,,,,,,,,
2000-10-02,73.17,,,,,,,,,,,
2000-10-04,74.38,,,,,,,,,,,
2000-10-05,75.45,,,,,,,,,,,
2000-10-06,75.81,,,,,,,,,,,
2000-10-09,73.14,,,,,,,,,,,
2000-10-10,73.04,,,,,,,,,,,
2000-10-11,68.92,,,,,,,,,,,
2000-10-12,65.85,,,,,,,,,,,
2000-10-13,64.64,,,,,,,,,,,
2000-10-16,67.91,,,,,,,,,,,
2000-10-17,63.07,,,,,,,,,,,
2000-10-18,63.29,,,,,,,,,,,
2000-10-19,63.43,,,,,,,,,,,
2000-10-20,67.54,,,,,,,,,,,
2000-10-23,65.26,,,,,,,,,,,
2000-10-24,67.53,,,,,,,,,,,
2000-10-25,67.23,,,,,,,,,,,
2000-10-26,64.84,,,,,,,,,,,
2000-10-27,63.77,,,,,,,,,,,
2000-10-30,62.52,,,,,,,,,,,
2000-10-31,64.0,,,,,,,,,,,
2000-11-01,68.54,,,,,,,,,,,
2000-11-02,69.68,,,,,,,,,,,
2000-11-03,69.94,,,,,,,,,,,
2000-11-06,69.37,,,,,,,,,,,
2000-11-07,69.02,,,,,,,,,,,
2000-11-08,69.77,,,,,,,,,,,
2000-11-09,70.09,,,,,,,,,,,
2000-11-10,70.64,,,,,,,,,,,
2000-11-13,67.2,,,,,,,,,,,
2000-11-14,68.99,,,,,,,,,,,
2000-11-15,69.55,,,,,,,,,,,
2000-11-16,69.25,,,,,,,,,,,
2000-11-17,68.73,,,,,,,,,,,
2000-11-20,66.9,,,,,,,,,,,
2000-11-21,66.14,,,,,,,,,,,
2000-11-22,64.93,,,,,,,,,,,
2000-11-23,64.02,,,,,,,,,,,
2000-11-24,66.24,,,,,,,,,,,
2000-11-27,69.36,,,,,,,,,,,
2000-11-28,67.12,,,,,,,,,,,
2000-11-29,64.45,,,,,,,,,,,
2000-11-30,63.48,,,,,,,,,,,
2000-12-01,64.23,,,,,,,,,,,
2000-12-04,62.5,,,,,,,,,,,
2000-12-05,64.57,,,,,,,,,,,
2000-12-06,64.72,,,,,,,,,,,
2000-12-07,65.58,,,,,,,,,,,
2000-12-08,67.06,,,,,,,,,,,
2000-12-11,69.76,,,,,,,,,,,
2000-12-12,68.16,,,,,,,,,,,
2000-12-13,70.15,,,,,,,,,,,
2000-12-14,68.61,,,,,,,,,,,
2000-12-15,66.84,,,,,,,,,,,
2000-12-18,67.56,,,,,,,,,,,
2000-12-19,66.47,,,,,,,,,,,
2000-12-20,64.43,,,,,,,,,,,
2000-12-21,64.24,,,,,,,,,,,
2000-12-22,62.83,,,,,,,,,,,
2000-12-26,63.35,,,,,,,,,,,
2001-01-02,65.41,,,,,,,,,,,
2001-01-03,65.38,,,,,,,,,,,
2001-01-04,70.14,,,,,,,,,,,
2001-01-05,73.15,,,,,,,,,,,
2001-01-08,73.83,,,,,,,,,,,
2001-01-09,74.2,,,,,,,,,,,
2001-01-10,70.49,,,,,,,,,,,
2001-01-11,70.38,,,,,,,,,,,
2001-01-12,74.04,,,,,,,,,,,
2001-01-15,75.58,,,,,,,,,,,
2001-01-16,76.16,,,,,,,,,,,
2001-01-17,75.25,,,,,,,,,,,
2001-01-18,76.39,,,,,,,,,,,
2001-01-19,78.6,,,,,,,,,,,
2001-01-22,79.47,,,,,,,,,,,
2001-01-26,74.64,,,,,,,,,,,
2001-01-29,75.16,,,,,,,,,,,
2001-01-30,74.44,,,,,,,,,,,
2001-01-31,77.98,,,,,,,,,,,
2001-02-01,77.27,,,,,,,,,,,
2001-02-02,76.7,,,,,,,,,,,
2001-02-05,72.87,,,,,,,,,,,
2001-02-06,73.81,,,,,,,,,,,
2001-02-07,72.44,,,,,,,,,,,
2001-02-08,74.5,,,,,,,,,,,
2001-02-09,74.91,,,,,,,,,,,
2001-02-12,75.4,,,,,,,,,,,
2001-02-13,75.28,,,,,,,,,,,
2001-02-14,75.9,,,,,,,,,,,
2001-02-15,75.88,,,,,,,,,,,
2001-02-16,76.08,,,,,,,,,,,
2001-02-19,74.91,,,,,,,,,,,
2001-02-20,76.36,,,,,,,,,,,
2001-02-21,74.38,,,,,,,,,,,
2001-02-22,72.93,,,,,,,,,,,
2001-02-23,72.9,,,,,,,,,,,
2001-02-26,73.09,,,,,,,,,,,
2001-02-27,72.06,,,,,,,,,,,
2001-02-28,72.14,,,,,,,,,,,
2001-03-02,69.84,,,,,,,,,,,
2001-03-05,70.76,,,,,,,,,,,
2001-03-06,71.13,,,,,,,,,,,
2001-03-07,71.12,,,,,,,,,,,
2001-03-08,72.47,,,,,,,,,,,
2001-03-09,70.55,,,,,,,,,,,
2001-03-12,67.89,,,,,,,,,,,
2001-03-13,65.82,,,,,,,,,,,
2001-03-14,67.69,,,,,,,,,,,
2001-03-15,67.57,,,,,,,,,,,
2001-03-16,67.1,,,,,,,,,,,
2001-03-19,66.51,,,,,,,,,,,
2001-03-20,66.12,,,,,,,,,,,
2001-03-21,66.26,,,,,,,,,,,
2001-03-22,65.47,,,,,,,,,,,
2001-03-23,67.01,,,,,,,,,,,
2001-03-26,68.04,,,,,,,,,,,
2001-03-27,66.25,,,,,,,,,,,
2001-03-28,65.77,,,,,,,,,,,
2001-03-29,65.18,,,,,,,,,,,
2001-03-30,65.16,,,,,,,,,,,
2001-04-02,64.12,,,,,,,,,,,
2001-04-03,62.62,,,,,,,,,,,
2001-04-04,61.42,,,,,,,,,,,
2001-04-06,63.02,,,,,,,,,,,
2001-04-09,61.81,,,,,,,,,,,
2001-04-10,60.96,,,,,,,,,,,
2001-04-11,63.19,,,,,,,,,,,
2001-04-12,64.05,,,,,,,,,,,
2001-04-13,64.25,,,,,,,,,,,
2001-04-16,63.15,,,,,,,,,,,
2001-04-17,63.92,,,,,,,,,,,
2001-04-18,67.39,,,,,,,,,,,
2001-04-19,70.55,,,,,,,,,,,
2001-04-20,69.62,,,,,,,,,,,
2001-04-23,70.26,,,,,,,,,,,
2001-04-24,69.57,,,,,,,,,,,
2001-04-25,71.01,,,,,,,,,,,
2001-04-26,70.37,,,,,,,,,,,
2001-04-27,69.67,,,,,,,,,,,
2001-04-30,72.45,,,,,,,,,,,
2001-05-02,73.29,,,,,,,,,,,
2001-05-03,73.37,,,,,,,,,,,
2001-05-04,73.51,,,,,,,,,,,
2001-05-07,74.86,,,,,,,,,,,
2001-05-08,74.09,,,,,,,,,,,
2001-05-09,72.53,,,,,,,,,,,
2001-05-10,72.77,,,,,,,,,,,
2001-05-11,72.95,,,,,,,,,,,
2001-05-14,72.99,,,,,,,,,,,
2001-05-15,72.61,,,,,,,,,,,
2001-05-16,71.46,,,,,,,,,,,
2001-05-17,74.72,,,,,,,,,,,
2001-05-18,75.25,,,,,,,,,,,
2001-05-21,77.51,,,,,,,,,,,
2001-05-22,77.37,,,,,,,,,,,
2001-05-23,77.83,,,,,,,,,,,
2001-05-24,77.66,,,,,,,,,,,
2001-05-25,77.81,,,,,,,,,,,
2001-05-28,77.05,,,,,,,,,,,
2001-05-29,78.85,,,,,,,,,,,
2001-05-30,78.33,,,,,,,,,,,
2001-05-31,76.09,,,,,,,,,,,
2001-06-01,75.34,,,,,,,,,,,
2001-06-04,75.74,,,,,,,,,,,
2001-06-05,74.13,,,,,,,,,,,
2001-06-07,74.57,,,,,,,,,,,
2001-06-08,77.19,,,,,,,,,,,
2001-06-11,75.27,,,,,,,,,,,
2001-06-12,75.08,,,,,,,,,,,
2001-06-13,75.9,,,,,,,,,,,
2001-06-14,75.69,,,,,,,,,,,
2001-06-15,76.35,,,,,,,,,,,
2001-06-18,74.85,,,,,,,,,,,
2001-06-19,74.91,,,,,,,,,,,
2001-06-20,73.19,,,,,,,,,,,
2001-06-21,73.2,,,,,,,,,,,
2001-06-22,73.59,,,,,,,,,,,
2001-06-25,73.29,,,,,,,,,,,
2001-06-26,72.29,,,,,,,,,,,
2001-06-27,71.85,,,,,,,,,,,
2001-06-28,71.63,,,,,,,,,,,
2001-06-29,73.2,,,,,,,,,,,
2001-07-02,73.4,,,,,,,,,,,
2001-07-03,73.1,,,,,,,,,,,
2001-07-04,73.55,,,,,,,,,,,
2001-07-05,73.08,,,,,,,,,,,
2001-07-06,71.18,,,,,,,,,,,
2001-07-09,69.06,,,,,,,,,,,
2001-07-10,68.82,,,,,,,,,,,
2001-07-11,68.24,,,,,,,,,,,
2001-07-12,68.88,,,,,,,,,,,
2001-07-13,67.49,,,,,,,,,,,
2001-07-16,67.53,,,,,,,,,,,
2001-07-18,66.49,,,,,,,,,,,
2001-07-19,67.34,,,,,,,,,,,
2001-07-20,66.31,,,,,,,,,,,
2001-07-23,64.85,,,,,,,,,,,
2001-07-24,65.23,,,,,,,,,,,
2001-07-25,65.18,,,,,,,,,,,
2001-07-26,65.46,,,,,,,,,,,
2001-07-27,66.96,,,,,,,,,,,
2001-07-30,65.98,,,,,,,,,,,
2001-07-31,66.98,,,,,,,,,,,
2001-08-01,69.72,,,,,,,,,,,
2001-08-02,70.34,,,,,,,,,,,
2001-08-03,70.46,,,,,,,,,,,
2001-08-06,70.46,,,,,,,,,,,
2001-08-07,70.09,,,,,,,,,,,
2001-08-08,69.89,,,,,,,,,,,
2001-08-09,67.73,,,,,,,,,,,
2001-08-10,68.52,,,,,,,,,,,
2001-08-13,69.26,,,,,,,,,,,
2001-08-14,71.23,,,,,,,,,,,
2001-08-16,71.6,,,,,,,,,,,
2001-08-17,71.56,,,,,,,,,,,
2001-08-20,69.83,,,,,,,,,,,
2001-08-21,69.93,,,,,,,,,,,
2001-08-22,70.76,,,,,,,,,,,
2001-08-23,70.25,,,,,,,,,,,
2001-08-24,70.26,,,,,,,,,,,
2001-08-27,71.53,,,,,,,,,,,
2001-08-28,71.22,,,,,,,,,,,
2001-08-29,70.07,,,,,,,,,,,
2001-08-30,69.81,,,,,,,,,,,
2001-08-31,67.42,,,,,,,,,,,
2001-09-03,67.05,,,,,,,,,,,
2001-09-04,69.22,,,,,,,,,,,
2001-09-05,68.24,,,,,,,,,,,
2001-09-06,68.23,,,,,,,,,,,
2001-09-07,68.5,,,,,,,,,,,
2001-09-10,67.84,,,,,,,,,,,
2001-09-11,66.55,,,,,,,,,,,
2001-09-12,58.59,,,,,,,,,,,
2001-09-13,61.58,,,,,,,,,,,
2001-09-14,59.73,,,,,,,,,,,
2001-09-17,58.36,,,,,,,,,,,
2001-09-18,60.07,,,,,,,,,,,
2001-09-19,60.15,,,,,,,,,,,
2001-09-20,59.34,,,,,,,,,,,
2001-09-21,58.23,,,,,,,,,,,
2001-09-24,59.43,,,,,,,,,,,
2001-09-25,58.17,,,,,,,,,,,
2001-09-26,58.19,,,,,,,,,,,
2001-09-27,58.03,,,,,,,,,,,
2001-09-28,58.91,,,,,,,,,,,
2001-10-04,61.61,,,,,,,,,,,
2001-10-05,61.82,,,,,,,,,,,
2001-10-08,61.04,,,,,,,,,,,
2001-10-09,62.48,,,,,,,,,,,
2001-10-10,61.94,,,,,,,,,,,
2001-10-11,63.71,,,,,,,,,,,
2001-10-12,63.59,,,,,,,,,,,
2001-10-15,63.2,,,,,,,,,,,
2001-10-16,64.2,,,,,,,,,,,
2001-10-17,64.99,,,,,,,,,,,
2001-10-18,64.54,,,,,,,,,,,
2001-10-19,64.98,,,,,,,,,,,
2001-10-22,64.96,,,,,,,,,,,
2001-10-23,65.27,,,,,,,,,,,
2001-10-24,66.81,,,,,,,,,,,
2001-10-25,66.89,,,,,,,,,,,
2001-10-26,67.09,,,,,,,,,,,
2001-10-29,67.73,,,,,,,,,,,
2001-10-30,65.98,,,,,,,,,,,
2001-10-31,66.44,,,,,,,,,,,
2001-11-01,67.24,,,,,,,,,,,
2001-11-02,68.09,,,,,,,,,,,
2001-11-05,69.53,,,,,,,,,,,
2001-11-06,70.03,,,,,,,,,,,
2001-11-07,69.57,,,,,,,,,,,
2001-11-08,71.05,,,,,,,,,,,
2001-11-09,71.6,,,,,,,,,,,
2001-11-12,72.52,,,,,,,,,,,
2001-11-13,73.18,,,,,,,,,,,
2001-11-14,75.52,,,,,,,,,,,
2001-11-15,75.54,,,,,,,,,,,
2001-11-16,76.11,,,,,,,,,,,
2001-11-19,78.13,,,,,,,,,,,
2001-11-20,76.64,,,,,,,,,,,
2001-11-21,76.55,,,,,,,,,,,
2001-11-22,77.78,,,,,,,,,,,
2001-11-23,80.55,,,,,,,,,,,
2001-11-26,84.2,,,,,,,,,,,
2001-11-27,83.65,,,,,,,,,,,
2001-11-28,78.77,,,,,,,,,,,
2001-11-29,78.07,,,,,,,,,,,
2001-11-30,80.03,,,,,,,,,,,
2001-12-03,80.83,,,,,,,,,,,
2001-12-04,80.78,,,,,,,,,,,
2001-12-05,86.14,,,,,,,,,,,
2001-12-06,85.84,,,,,,,,,,,
2001-12-07,88.25,,,,,,,,,,,
2001-12-10,83.41,,,,,,,,,,,
2001-12-11,83.64,,,,,,,,,,,
2001-12-12,85.2,,,,,,,,,,,
2001-12-13,84.36,,,,,,,,,,,
2001-12-14,82.7,,,,,,,,,,,
2001-12-17,80.56,,,,,,,,,,,
2001-12-18,80.18,,,,,,,,,,,
2001-12-19,80.79,,,,,,,,,,,
2001-12-20,83.04,,,,,,,,,,,
2001-12-21,80.43,,,,,,,,,,,
2001-12-24,80.7,,,,,,,,,,,
2001-12-26,81.76,,,,,,,,,,,
2001-12-27,83.71,,,,,,,,,,,
2001-12-28,86.97,,,,,,,,,,,
2002-01-02,91.18,,,,,,,,,,,
2002-01-03,91.52,,,,,,,,,,,
2002-01-04,94.24,,,,,,,,,,,
2002-01-07,94.57,,,,,,,,,,,
2002-01-08,92.21,,,,,,,,,,,
2002-01-09,94.44,,,,,,,,,,,
2002-01-10,90.97,,,,,,,,,,,
2002-01-11,90.96,,,,,,,,,,,
2002-01-14,93.35,,,,,,,,,,,
2002-01-15,89.98,,,,,,,,,,,
2002-01-16,88.99,,,,,,,,,,,
2002-01-17,89.27,,,,,,,,,,,
2002-01-18,88.63,,,,,,,,,,,
2002-01-21,89.72,,,,,,,,,,,
2002-01-22,90.64,,,,,,,,,,,
2002-01-23,92.9,,,,,,,,,,,
2002-01-24,94.88,,,,,,,,,,,
2002-01-25,97.06,,,,,,,,,,,
2002-01-28,97.42,,,,,,,,,,,
2002-01-29,96.48,,,,,,,,,,,
2002-01-30,93.34,,,,,,,,,,,
2002-01-31,92.99,,,,,,,,,,,
2002-02-01,92.46,,,,,,,,,,,
2002-02-04,91.01,,,,,,,,,,,
2002-02-05,92.34,,,,,,,,,,,
2002-02-06,92.47,,,,,,,,,,,
2002-02-07,90.74,,,,,,,,,,,
2002-02-08,92.26,,,,,,,,,,,
2002-02-14,99.99,,,,,,,,,,,
2002-02-15,98.0,,,,,,,,,,,
2002-02-18,98.82,,,,,,,,,,,
2002-02-19,97.81,,,,,,,,,,,
2002-02-20,97.11,,,,,,,,,,,
2002-02-21,98.52,,,,,,,,,,,
2002-02-22,99.11,,,,,,,,,,,
2002-02-25,99.0,,,,,,,,,,,
2002-02-26,100.23,,,,,,,,,,,
2002-02-27,102.97,,,,,,,,,,,
2002-02-28,102.62,,,,,,,,,,,
2002-03-04,104.41,,,,,,,,,,,
2002-03-05,105.51,,,,,,,,,,,
2002-03-06,105.57,,,,,,,,,,,
2002-03-07,103.65,,,,,,,,,,,
2002-03-08,103.04,,,,,,,,,,,
2002-03-11,103.09,,,,,,,,,,,
2002-03-12,105.57,,,,,,,,,,,
2002-03-13,105.94,,,,,,,,,,,
2002-03-14,106.92,,,,,,,,,,,
2002-03-15,107.06,,,,,,,,,,,
2002-03-18,107.99,,,,,,,,,,,
2002-03-19,110.6,,,,,,,,,,,
2002-03-20,110.31,,,,,,,,,,,
2002-03-21,110.09,,,,,,,,,,,
2002-03-22,111.79,,,,,,,,,,,
2002-03-25,109.43,,,,,,,,,,,
2002-03-26,109.85,,,,,,,,,,,
2002-03-27,112.68,,,,,,,,,,,
2002-03-28,111.39,,,,,,,,,,,
2002-03-29,111.84,,,,,,,,,,,
2002-04-01,109.28,,,,,,,,,,,
2002-04-02,113.24,,,,,,,,,,,
2002-04-03,114.79,,,,,,,,,,,
2002-04-04,114.53,,,,,,,,,,,
2002-04-08,112.08,,,,,,,,,,,
2002-04-09,110.7,,,,,,,,,,,
2002-04-10,106.67,,,,,,,,,,,
2002-04-11,107.5,,,,,,,,,,,
2002-04-12,109.51,,,,,,,,,,,
2002-04-15,112.04,,,,,,,,,,,
2002-04-16,112.97,,,,,,,,,,,
2002-04-17,116.9,,,,,,,,,,,
2002-04-18,117.66,,,,,,,,,,,
2002-04-19,115.75,,,,,,,,,,,
2002-04-22,115.63,,,,,,,,,,,
2002-04-23,116.66,,,,,,,,,,,
2002-04-24,115.7,,,,,,,,,,,
2002-04-25,110.37,,,,,,,,,,,
2002-04-26,109.55,,,,,,,,,,,
2002-04-29,105.61,,,,,,,,,,,
2002-04-30,106.39,,,,,,,,,,,
2002-05-02,108.15,,,,,,,,,,,
2002-05-03,107.55,,,,,,,,,,,
2002-05-06,103.5,,,,,,,,,,,
2002-05-07,103.68,,,,,,,,,,,
2002-05-08,106.02,,,,,,,,,,,
2002-05-09,104.92,,,,,,,,,,,
2002-05-10,102.23,,,,,,,,,,,
2002-05-13,102.83,,,,,,,,,,,
2002-05-14,105.31,,,,,,,,,,,
2002-05-15,108.65,,,,,,,,,,,
2002-05-16,108.05,,,,,,,,,,,
2002-05-17,110.36,,,,,,,,,,,
2002-05-20,108.91,,,,,,,,,,,
2002-05-21,105.19,,,,,,,,,,,
2002-05-22,108.76,,,,,,,,,,,
2002-05-23,106.39,,,,,,,,,,,
2002-05-24,107.84,,,,,,,,,,,
2002-05-27,106.06,,,,,,,,,,,
2002-05-28,107.36,,,,,,,,,,,
2002-05-29,105.65,,,,,,,,,,,
2002-05-30,103.28,,,,,,,,,,,
2002-05-31,100.8,,,,,,,,,,,
2002-06-03,101.93,,,,,,,,,,,
2002-06-04,102.07,,,,,,,,,,,
2002-06-05,102.29,,,,,,,,,,,
2002-06-07,100.37,,,,,,,,,,,
2002-06-10,102.4,,,,,,,,,,,
2002-06-11,102.66,,,,,,,,,,,
2002-06-12,103.14,,,,,,,,,,,
2002-06-14,103.05,,,,,,,,,,,
2002-06-17,101.39,,,,,,,,,,,
2002-06-18,101.48,,,,,,,,,,,
2002-06-19,97.43,,,,,,,,,,,
2002-06-20,97.47,,,,,,,,,,,
2002-06-21,97.72,,,,,,,,,,,
2002-06-24,96.58,,,,,,,,,,,
2002-06-25,95.29,,,,,,,,,,,
2002-06-26,88.61,,,,,,,,,,,
2002-06-27,89.72,,,,,,,,,,,
2002-06-28,93.69,,,,,,,,,,,
2002-07-02,94.08,,,,,,,,,,,
2002-07-03,94.87,,,,,,,,,,,
2002-07-04,96.82,,,,,,,,,,,
2002-07-05,99.34,,,,,,,,,,,
2002-07-08,98.66,,,,,,,,,,,
2002-07-09,101.05,,,,,,,,,,,
2002-07-10,99.86,,,,,,,,,,,
2002-07-11,95.91,,,,,,,,,,,
2002-07-12,99.7,,,,,,,,,,,
2002-07-15,98.51,,,,,,,,,,,
2002-07-16,97.03,,,,,,,,,,,
2002-07-18,97.36,,,,,,,,,,,
2002-07-19,94.9,,,,,,,,,,,
2002-07-22,90.71,,,,,,,,,,,
2002-07-23,93.56,,,,,,,,,,,
2002-07-24,90.78,,,,,,,,,,,
2002-07-25,90.84,,,,,,,,,,,
2002-07-26,87.38,,,,,,,,,,,
2002-07-29,87.8,,,,,,,,,,,
2002-07-30,90.95,,,,,,,,,,,
2002-07-31,90.16,,,,,,,,,,,
2002-08-01,88.77,,,,,,,,,,,
2002-08-02,87.81,,,,,,,,,,,
2002-08-05,84.58,,,,,,,,,,,
2002-08-06,84.42,,,,,,,,,,,
2002-08-07,85.0,,,,,,,,,,,
